sessionId,exerciseId,exerciseName,date,dateTime,label,routineSessionId,routineName,mode,stopAtTop,setNumber,repIndex,isFinalRep,weightPerCableKg,cableCount,durationSec,avgPerCableLoadKg,medianPerCableLoadKg,peakPerCableLoadKg,avgTotalLoadKg,medianTotalLoadKg,peakTotalLoadKg,concentricEnergyJ,eccentricEnergyJ,totalEnergyJ,segmentationMethod
e0825769-c2dd-4b40-a43f-74243dfc8c6f,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:01:53+08:00,2026-04-16 05:01,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,1,False,31.5,2,2.625,31.39,31.5,31.5,62.77,63.0,63.0,80.2,302.4,382.5,status-top-anchored-stop-at-top
e0825769-c2dd-4b40-a43f-74243dfc8c6f,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:01:53+08:00,2026-04-16 05:01,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,2,False,31.5,2,3.226,31.47,31.5,31.5,62.93,63.0,63.0,298.8,307.3,606.1,status-top-anchored-stop-at-top
e0825769-c2dd-4b40-a43f-74243dfc8c6f,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:01:53+08:00,2026-04-16 05:01,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,3,False,31.5,2,3.301,31.47,31.5,31.5,62.94,63.0,63.0,309.1,317.1,626.2,status-top-anchored-stop-at-top
e0825769-c2dd-4b40-a43f-74243dfc8c6f,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:01:53+08:00,2026-04-16 05:01,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,4,False,31.5,2,3.058,31.47,31.5,31.5,62.93,63.0,63.0,312.1,316.5,628.6,status-top-anchored-stop-at-top
e0825769-c2dd-4b40-a43f-74243dfc8c6f,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:01:53+08:00,2026-04-16 05:01,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,5,True,31.5,2,1.081,31.46,31.5,31.5,62.91,63.0,63.0,312.4,0.0,312.4,status-top-anchored-stop-at-top
45253189-a2b1-43f3-b881-fe5845a7b2d9,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:04:45+08:00,2026-04-16 05:04,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,1,False,31.5,2,2.341,31.38,31.5,31.5,62.77,63.0,63.0,64.4,279.3,343.6,status-top-anchored-stop-at-top
45253189-a2b1-43f3-b881-fe5845a7b2d9,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:04:45+08:00,2026-04-16 05:04,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,2,False,31.5,2,3.179,31.5,31.5,31.5,63.0,63.0,63.0,283.0,291.3,574.3,status-top-anchored-stop-at-top
45253189-a2b1-43f3-b881-fe5845a7b2d9,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:04:45+08:00,2026-04-16 05:04,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,3,False,31.5,2,3.075,31.5,31.5,31.5,63.0,63.0,63.0,286.4,295.0,581.4,status-top-anchored-stop-at-top
45253189-a2b1-43f3-b881-fe5845a7b2d9,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:04:45+08:00,2026-04-16 05:04,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,4,False,31.5,2,3.061,31.5,31.5,31.5,63.0,63.0,63.0,292.8,305.5,598.4,status-top-anchored-stop-at-top
45253189-a2b1-43f3-b881-fe5845a7b2d9,MUqWc_cySh8Szk49,High Bar Squat,2026-04-16,2026-04-16T05:04:45+08:00,2026-04-16 05:04,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,5,True,31.5,2,0.929,31.5,31.5,31.5,62.99,63.0,63.0,301.8,0.0,301.8,status-top-anchored-stop-at-top
53d0fa3a-93ad-409a-848e-d933c1d01708,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:07:37+08:00,2026-04-16 05:07,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,1,1,False,16.0,2,2.13,15.98,16.0,16.0,31.95,32.0,32.0,70.5,129.9,200.5,status-top-anchored-stop-at-top
53d0fa3a-93ad-409a-848e-d933c1d01708,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:07:37+08:00,2026-04-16 05:07,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,1,2,False,16.0,2,2.025,15.99,16.0,16.0,31.98,32.0,32.0,130.9,129.7,260.6,status-top-anchored-stop-at-top
53d0fa3a-93ad-409a-848e-d933c1d01708,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:07:37+08:00,2026-04-16 05:07,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,1,3,False,16.0,2,2.13,15.99,16.0,16.0,31.97,32.0,32.0,134.0,130.2,264.2,status-top-anchored-stop-at-top
53d0fa3a-93ad-409a-848e-d933c1d01708,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:07:37+08:00,2026-04-16 05:07,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,1,4,False,16.0,2,2.264,15.99,16.0,16.0,31.98,32.0,32.0,128.2,128.0,256.2,status-top-anchored-stop-at-top
53d0fa3a-93ad-409a-848e-d933c1d01708,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:07:37+08:00,2026-04-16 05:07,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,1,5,True,16.0,2,0.721,15.94,16.0,16.0,31.88,32.0,32.0,126.5,0.0,126.5,status-top-anchored-stop-at-top
885e0ba0-52ca-40b4-9da4-e7af80d13dd2,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:10:31+08:00,2026-04-16 05:10,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,2,1,False,16.0,2,1.98,15.97,16.0,16.0,31.94,32.0,32.0,84.2,122.5,206.8,status-top-anchored-stop-at-top
885e0ba0-52ca-40b4-9da4-e7af80d13dd2,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:10:31+08:00,2026-04-16 05:10,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,2,2,False,16.0,2,2.281,16.0,16.0,16.0,31.99,32.0,32.0,127.6,133.2,260.8,status-top-anchored-stop-at-top
885e0ba0-52ca-40b4-9da4-e7af80d13dd2,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:10:31+08:00,2026-04-16 05:10,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,2,3,False,16.0,2,2.28,15.99,16.0,16.0,31.97,32.0,32.0,131.4,126.0,257.4,status-top-anchored-stop-at-top
885e0ba0-52ca-40b4-9da4-e7af80d13dd2,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:10:31+08:00,2026-04-16 05:10,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,2,4,False,16.0,2,2.22,15.98,16.0,16.0,31.96,32.0,32.0,125.6,131.9,257.5,status-top-anchored-stop-at-top
885e0ba0-52ca-40b4-9da4-e7af80d13dd2,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:10:31+08:00,2026-04-16 05:10,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,2,5,True,16.0,2,0.659,15.94,16.0,16.0,31.88,32.0,32.0,127.2,0.0,127.2,status-top-anchored-stop-at-top
03c4bde2-bbdf-4c43-8c2d-1be63842045d,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:13:30+08:00,2026-04-16 05:13,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,3,1,False,16.0,2,1.783,15.96,16.0,16.0,31.91,32.0,32.0,47.5,128.0,175.5,status-top-anchored-stop-at-top
03c4bde2-bbdf-4c43-8c2d-1be63842045d,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:13:30+08:00,2026-04-16 05:13,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,3,2,False,16.0,2,2.295,15.99,16.0,16.0,31.99,32.0,32.0,125.8,133.4,259.1,status-top-anchored-stop-at-top
03c4bde2-bbdf-4c43-8c2d-1be63842045d,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:13:30+08:00,2026-04-16 05:13,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,3,3,False,16.0,2,2.416,15.99,16.0,16.0,31.98,32.0,32.0,124.2,126.6,250.8,status-top-anchored-stop-at-top
03c4bde2-bbdf-4c43-8c2d-1be63842045d,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:13:30+08:00,2026-04-16 05:13,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,3,4,False,16.0,2,2.294,16.0,16.0,16.0,31.99,32.0,32.0,129.4,126.0,255.4,status-top-anchored-stop-at-top
03c4bde2-bbdf-4c43-8c2d-1be63842045d,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:13:30+08:00,2026-04-16 05:13,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,3,5,True,16.0,2,0.691,15.98,16.0,16.0,31.97,32.0,32.0,129.6,0.0,129.6,status-top-anchored-stop-at-top
6f81e4db-13cc-4837-b96d-c3f775127129,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:16:26+08:00,2026-04-16 05:16,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,4,1,False,16.0,2,1.98,15.94,16.0,16.0,31.89,32.0,32.0,58.2,124.3,182.4,status-top-anchored-stop-at-top
6f81e4db-13cc-4837-b96d-c3f775127129,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:16:26+08:00,2026-04-16 05:16,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,4,2,False,16.0,2,2.191,15.99,16.0,16.0,31.98,32.0,32.0,123.3,131.6,255.0,status-top-anchored-stop-at-top
6f81e4db-13cc-4837-b96d-c3f775127129,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:16:26+08:00,2026-04-16 05:16,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,4,3,False,16.0,2,2.28,15.99,16.0,16.0,31.98,32.0,32.0,131.0,126.9,258.0,status-top-anchored-stop-at-top
6f81e4db-13cc-4837-b96d-c3f775127129,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:16:26+08:00,2026-04-16 05:16,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,4,4,False,16.0,2,2.294,16.0,16.0,16.0,31.99,32.0,32.0,125.3,126.0,251.3,status-top-anchored-stop-at-top
6f81e4db-13cc-4837-b96d-c3f775127129,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:16:26+08:00,2026-04-16 05:16,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,4,5,True,16.0,2,0.647,15.92,16.0,16.0,31.84,32.0,32.0,125.1,0.0,125.1,status-top-anchored-stop-at-top
7fc20377-ba87-4700-906c-75c92a94a39a,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:19:21+08:00,2026-04-16 05:19,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,5,1,False,16.0,2,1.993,15.96,16.0,16.0,31.91,32.0,32.0,76.5,123.6,200.2,status-top-anchored-stop-at-top
7fc20377-ba87-4700-906c-75c92a94a39a,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:19:21+08:00,2026-04-16 05:19,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,5,2,False,16.0,2,2.055,15.99,16.0,16.0,31.98,32.0,32.0,126.6,120.2,246.8,status-top-anchored-stop-at-top
7fc20377-ba87-4700-906c-75c92a94a39a,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:19:21+08:00,2026-04-16 05:19,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,5,3,False,16.0,2,2.13,16.0,16.0,16.0,31.99,32.0,32.0,122.7,130.4,253.1,status-top-anchored-stop-at-top
7fc20377-ba87-4700-906c-75c92a94a39a,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:19:21+08:00,2026-04-16 05:19,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,5,4,False,16.0,2,2.087,15.99,16.0,16.0,31.98,32.0,32.0,130.9,128.0,258.9,status-top-anchored-stop-at-top
7fc20377-ba87-4700-906c-75c92a94a39a,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,2026-04-16,2026-04-16T05:19:21+08:00,2026-04-16 05:19,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,TUT Beast,True,5,5,True,16.0,2,0.628,15.92,16.0,16.0,31.85,32.0,32.0,128.3,0.0,128.3,status-top-anchored-stop-at-top
5ce80f9e-03c4-465c-9e9f-6238cf62da67,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:22:16+08:00,2026-04-16 05:22,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,1,1,False,16.0,2,1.8,15.95,16.0,16.0,31.89,32.0,32.0,74.7,138.2,213.0,status-top-anchored-stop-at-top
5ce80f9e-03c4-465c-9e9f-6238cf62da67,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:22:16+08:00,2026-04-16 05:22,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,1,2,False,16.0,2,2.115,15.87,15.9,16.0,31.75,31.8,32.0,142.7,153.7,296.4,status-top-anchored-stop-at-top
5ce80f9e-03c4-465c-9e9f-6238cf62da67,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:22:16+08:00,2026-04-16 05:22,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,1,3,False,16.0,2,2.493,15.82,15.9,16.0,31.65,31.8,32.0,153.5,144.2,297.8,status-top-anchored-stop-at-top
5ce80f9e-03c4-465c-9e9f-6238cf62da67,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:22:16+08:00,2026-04-16 05:22,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,1,4,False,16.0,2,2.428,15.88,15.9,16.0,31.76,31.8,32.0,142.0,148.0,290.0,status-top-anchored-stop-at-top
5ce80f9e-03c4-465c-9e9f-6238cf62da67,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:22:16+08:00,2026-04-16 05:22,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,1,5,True,16.0,2,0.9,15.71,16.0,16.0,31.42,32.0,32.0,150.6,0.0,150.6,status-top-anchored-stop-at-top
77ef7411-5f3b-4462-a314-9ccdadb16109,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:24:50+08:00,2026-04-16 05:24,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,2,1,False,16.0,2,1.65,15.97,16.0,16.0,31.93,32.0,32.0,43.6,139.2,182.8,status-top-anchored-stop-at-top
77ef7411-5f3b-4462-a314-9ccdadb16109,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:24:50+08:00,2026-04-16 05:24,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,2,2,False,16.0,2,2.085,15.99,16.0,16.0,31.98,32.0,32.0,150.0,148.9,298.9,status-top-anchored-stop-at-top
77ef7411-5f3b-4462-a314-9ccdadb16109,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:24:50+08:00,2026-04-16 05:24,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,2,3,False,16.0,2,2.099,15.99,16.0,16.0,31.98,32.0,32.0,153.7,154.4,308.1,status-top-anchored-stop-at-top
77ef7411-5f3b-4462-a314-9ccdadb16109,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:24:50+08:00,2026-04-16 05:24,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,2,4,False,16.0,2,2.16,15.97,16.0,16.0,31.94,32.0,32.0,154.9,151.7,306.6,status-top-anchored-stop-at-top
77ef7411-5f3b-4462-a314-9ccdadb16109,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:24:50+08:00,2026-04-16 05:24,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,2,5,True,16.0,2,0.691,15.94,16.0,16.0,31.87,32.0,32.0,151.6,0.0,151.6,status-top-anchored-stop-at-top
cf037c2a-d674-4e0f-bdc8-16d5ac8e0761,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:27:18+08:00,2026-04-16 05:27,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,3,1,False,16.0,2,1.607,15.91,15.9,16.0,31.82,31.8,32.0,46.5,141.3,187.7,status-top-anchored-stop-at-top
cf037c2a-d674-4e0f-bdc8-16d5ac8e0761,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:27:18+08:00,2026-04-16 05:27,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,3,2,False,16.0,2,1.919,15.99,16.0,16.0,31.98,32.0,32.0,157.3,148.1,305.4,status-top-anchored-stop-at-top
cf037c2a-d674-4e0f-bdc8-16d5ac8e0761,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:27:18+08:00,2026-04-16 05:27,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,3,3,False,16.0,2,1.95,15.92,15.9,16.0,31.84,31.8,32.0,146.4,154.2,300.6,status-top-anchored-stop-at-top
cf037c2a-d674-4e0f-bdc8-16d5ac8e0761,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:27:18+08:00,2026-04-16 05:27,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,3,4,False,16.0,2,2.085,15.97,16.0,16.0,31.93,32.0,32.0,165.6,178.8,344.4,status-top-anchored-stop-at-top
cf037c2a-d674-4e0f-bdc8-16d5ac8e0761,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:27:18+08:00,2026-04-16 05:27,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,3,5,True,16.0,2,0.48,15.92,16.0,16.0,31.85,32.0,32.0,194.2,0.0,194.2,status-top-anchored-stop-at-top
29b35bc7-20e0-4399-b1c7-01afb1ea4dec,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:29:48+08:00,2026-04-16 05:29,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,1,False,16.0,2,1.499,15.83,15.9,16.0,31.65,31.8,32.0,93.2,137.7,230.8,status-top-anchored-stop-at-top
29b35bc7-20e0-4399-b1c7-01afb1ea4dec,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:29:48+08:00,2026-04-16 05:29,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,2,False,16.0,2,1.889,15.91,16.0,16.0,31.83,32.0,32.0,149.5,154.5,303.9,status-top-anchored-stop-at-top
29b35bc7-20e0-4399-b1c7-01afb1ea4dec,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:29:48+08:00,2026-04-16 05:29,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,3,False,16.0,2,1.876,15.83,15.9,16.0,31.66,31.8,32.0,151.6,150.1,301.7,status-top-anchored-stop-at-top
29b35bc7-20e0-4399-b1c7-01afb1ea4dec,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:29:48+08:00,2026-04-16 05:29,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,4,False,16.0,2,1.995,15.8,15.9,16.0,31.61,31.8,32.0,150.5,150.8,301.3,status-top-anchored-stop-at-top
29b35bc7-20e0-4399-b1c7-01afb1ea4dec,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:29:48+08:00,2026-04-16 05:29,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,4,5,True,16.0,2,0.78,15.7,16.0,16.0,31.4,32.0,32.0,152.8,0.0,152.8,status-top-anchored-stop-at-top
ce37581e-9075-411b-8a58-712fdac022db,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:32:13+08:00,2026-04-16 05:32,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,1,False,16.0,2,1.665,15.92,16.0,16.0,31.83,32.0,32.0,73.8,135.7,209.5,status-top-anchored-stop-at-top
ce37581e-9075-411b-8a58-712fdac022db,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:32:13+08:00,2026-04-16 05:32,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,2,False,16.0,2,5.565,16.0,16.0,16.0,31.99,32.0,32.0,294.3,287.3,581.6,status-top-anchored-stop-at-top
ce37581e-9075-411b-8a58-712fdac022db,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:32:13+08:00,2026-04-16 05:32,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,3,False,16.0,2,2.161,16.0,16.0,16.0,32.0,32.0,32.0,163.8,169.3,333.1,status-top-anchored-stop-at-top
ce37581e-9075-411b-8a58-712fdac022db,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:32:13+08:00,2026-04-16 05:32,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,4,False,16.0,2,2.219,15.99,16.0,16.0,31.98,32.0,32.0,163.1,165.1,328.2,status-top-anchored-stop-at-top
ce37581e-9075-411b-8a58-712fdac022db,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,2026-04-16,2026-04-16T05:32:13+08:00,2026-04-16 05:32,79d7bec2-0a96-4ef1-8e65-428710711887,stronglift 5x5 A,Old School,True,5,5,True,16.0,2,0.449,15.94,16.0,16.0,31.88,32.0,32.0,152.7,0.0,152.7,status-top-anchored-stop-at-top
54452b42-db76-4fe7-bc74-863bbbb76721,MUqWc_cySh8Szk49,High Bar Squat,2026-04-27,2026-04-27T15:07:34+08:00,2026-04-27 15:07,4cafc87d-9188-4e40-a876-99cc926fff0a,stronglift 5x5 A,Old School,True,1,1,False,31.5,2,3.106,31.37,31.5,31.5,62.74,63.0,63.0,109.3,286.7,396.0,status-top-anchored-stop-at-top
54452b42-db76-4fe7-bc74-863bbbb76721,MUqWc_cySh8Szk49,High Bar Squat,2026-04-27,2026-04-27T15:07:34+08:00,2026-04-27 15:07,4cafc87d-9188-4e40-a876-99cc926fff0a,stronglift 5x5 A,Old School,True,1,2,False,31.5,2,4.155,31.49,31.5,31.5,62.98,63.0,63.0,282.7,311.3,593.9,status-top-anchored-stop-at-top
54452b42-db76-4fe7-bc74-863bbbb76721,MUqWc_cySh8Szk49,High Bar Squat,2026-04-27,2026-04-27T15:07:34+08:00,2026-04-27 15:07,4cafc87d-9188-4e40-a876-99cc926fff0a,stronglift 5x5 A,Old School,True,1,3,False,31.5,2,4.108,31.48,31.5,31.5,62.96,63.0,63.0,311.2,299.0,610.2,status-top-anchored-stop-at-top
54452b42-db76-4fe7-bc74-863bbbb76721,MUqWc_cySh8Szk49,High Bar Squat,2026-04-27,2026-04-27T15:07:34+08:00,2026-04-27 15:07,4cafc87d-9188-4e40-a876-99cc926fff0a,stronglift 5x5 A,Old School,True,1,4,False,31.5,2,3.811,31.47,31.5,31.5,62.95,63.0,63.0,295.2,326.3,621.6,status-top-anchored-stop-at-top
54452b42-db76-4fe7-bc74-863bbbb76721,MUqWc_cySh8Szk49,High Bar Squat,2026-04-27,2026-04-27T15:07:34+08:00,2026-04-27 15:07,4cafc87d-9188-4e40-a876-99cc926fff0a,stronglift 5x5 A,Old School,True,1,5,True,31.5,2,1.533,31.45,31.5,31.5,62.91,63.0,63.0,320.4,0.0,320.4,status-top-anchored-stop-at-top
c60f5657-976e-494e-afde-c0c994ed0c59,MUqWc_cySh8Szk49,High Bar Squat,2026-04-27,2026-04-27T15:11:38+08:00,2026-04-27 15:11,4cafc87d-9188-4e40-a876-99cc926fff0a,stronglift 5x5 A,Old School,True,2,1,False,31.5,2,3.004,31.47,31.5,31.5,62.93,63.0,63.0,63.6,301.8,365.4,status-top-anchored-stop-at-top
c60f5657-976e-494e-afde-c0c994ed0c59,MUqWc_cySh8Szk49,High Bar Squat,2026-04-27,2026-04-27T15:11:38+08:00,2026-04-27 15:11,4cafc87d-9188-4e40-a876-99cc926fff0a,stronglift 5x5 A,Old School,True,2,2,False,31.5,2,3.283,31.5,31.5,31.5,63.0,63.0,63.0,303.0,320.6,623.7,status-top-anchored-stop-at-top
c60f5657-976e-494e-afde-c0c994ed0c59,MUqWc_cySh8Szk49,High Bar Squat,2026-04-27,2026-04-27T15:11:38+08:00,2026-04-27 15:11,4cafc87d-9188-4e40-a876-99cc926fff0a,stronglift 5x5 A,Old School,True,2,3,False,31.5,2,3.449,31.5,31.5,31.5,63.0,63.0,63.0,322.8,331.5,654.3,status-top-anchored-stop-at-top
